YEAR,VEHICLE CLASS,ENGINE SIZE,CYLINDERS,FUEL,FUEL CONSUMPTION,HWY (L/100 km),COMB (L/100 km),COMB (mpg),EMISSIONS
2003,FULL-SIZE,4.6,8,X,13.2,8.7,11.2,25,258
2003,VAN - PASSENGER,4.2,6,X,17,12.4,14.9,19,343
2003,VAN - PASSENGER,4.6,8,X,16.5,12,14.5,19,334
2003,VAN - PASSENGER,5.4,8,X,19.2,15.5,17.5,16,402
2003,VAN - CARGO,4.2,6,X,16,11.6,14,20,322
2003,VAN - CARGO,4.6,8,X,15.1,10.6,13.1,22,301
2003,VAN - CARGO,5.4,8,X,18.4,14.9,16.8,17,386
2003,VAN - CARGO,4.2,6,X,17,12.4,14.9,19,343
2003,VAN - CARGO,4.6,8,X,16.8,12.6,14.9,19,343
2003,VAN - CARGO,5.4,8,X,18.6,15.1,17,17,391
2003,SUV,2,4,X,10.3,7.8,9.2,31,212
2003,SUV,3,6,X,12.3,8.6,10.6,27,244
2003,SUV,2,4,X,10.8,8.6,9.8,29,225
2003,SUV,3,6,X,13.1,9.4,11.4,25,262
2003,SUV,4.6,8,X,17.4,11.8,14.9,19,343
2003,SUV,5.4,8,X,17.9,12.4,15.4,18,354
2003,SUV,4,6,X,15.4,10.7,13.3,21,306
2003,SUV,4.6,8,X,16.5,11.4,14.2,20,327
2003,SUV,4,6,X,15.4,10.7,13.3,21,306
2003,SUV,4,6,X,15.4,11.6,13.7,21,315
2003,PICKUP TRUCK - STANDARD,4,6,X,14.5,10.6,12.7,22,292
2003,PICKUP TRUCK - STANDARD,4,6,X,13.7,10.2,12.1,23,278
2003,PICKUP TRUCK - STANDARD,4,6,X,15.4,10.7,13.3,21,306
2003,PICKUP TRUCK - STANDARD,4,6,X,14.5,10.9,12.9,22,297
2003,PICKUP TRUCK - STANDARD,4.2,6,X,14.6,10.5,12.8,22,294
2003,PICKUP TRUCK - STANDARD,4.2,6,X,14.1,10.6,12.5,23,288
2003,PICKUP TRUCK - STANDARD,4.6,8,X,15.2,10.8,13.2,21,304
2003,PICKUP TRUCK - STANDARD,4.6,8,X,15.3,11.4,13.5,21,310
2003,PICKUP TRUCK - STANDARD,5.4,8,X,16.4,11.5,14.2,20,327
2003,PICKUP TRUCK - STANDARD,5.4,8,Z,19.4,13.6,16.8,17,386
2003,PICKUP TRUCK - STANDARD,4.2,6,X,15.5,11.5,13.7,21,315
2003,PICKUP TRUCK - STANDARD,4.2,6,X,14.4,11,12.9,22,297
2003,PICKUP TRUCK - STANDARD,4.6,8,X,16,11.6,14,20,322
2003,PICKUP TRUCK - STANDARD,4.6,8,X,17,12.1,14.8,19,340
2003,PICKUP TRUCK - STANDARD,5.4,8,X,17.2,12.3,15,19,345
2003,PICKUP TRUCK - STANDARD,5.4,8,N,19.1,13.4,16.5,17,312
2003,COMPACT,2,4,X,8.9,6.6,7.9,36,182
2003,COMPACT,2,4,X,8.6,6,7.4,38,170
2003,COMPACT,2,4,X,9.3,6.9,8.2,34,189
2003,COMPACT,2,4,X,9,6.4,7.8,36,179
2003,STATION WAGON - MID-SIZE,2,4,X,8.9,6.6,7.9,36,182
2003,STATION WAGON - MID-SIZE,2,4,X,8.6,6,7.4,38,170
2003,STATION WAGON - MID-SIZE,2,4,X,9.3,6.9,8.2,34,189
2003,STATION WAGON - MID-SIZE,2,4,X,9,6.4,7.8,36,179
2003,FULL-SIZE,4.6,8,X,13.7,8.8,11.5,25,264
2003,FULL-SIZE,4.6,8,Z,14,9.3,11.9,24,274
2003,SUBCOMPACT,3.8,6,X,12.3,8,10.4,27,239
2003,SUBCOMPACT,3.8,6,X,12,7.4,9.9,29,228
2003,SUBCOMPACT,4.6,8,X,13.2,8.8,11.2,25,258
2003,SUBCOMPACT,4.6,8,X,13.3,8.5,11.1,25,255
2003,SUBCOMPACT,4.6,8,X,13.5,9.4,11.7,24,269
2003,SUBCOMPACT,4.6,8,X,13.8,8.7,11.5,25,264
2003,SUBCOMPACT,4.6,8,X,14.4,9.7,12.3,23,283
2003,PICKUP TRUCK - STANDARD,2.3,4,X,10.4,8.2,9.4,30,216
2003,PICKUP TRUCK - STANDARD,2.3,4,X,9.8,7.6,8.8,32,202
2003,PICKUP TRUCK - STANDARD,3,6,X,13.9,10.2,12.2,23,281
2003,PICKUP TRUCK - STANDARD,3,6,X,12.6,9.4,11.2,25,258
2003,PICKUP TRUCK - STANDARD,4,6,X,15.3,11.5,13.6,21,313
2003,PICKUP TRUCK - STANDARD,4,6,X,15.4,11.6,13.7,21,315
2003,PICKUP TRUCK - STANDARD,4,6,X,15.4,11.6,13.7,21,315
2003,PICKUP TRUCK - STANDARD,4,6,X,15.4,11.6,13.7,21,315
2003,PICKUP TRUCK - STANDARD,3,6,X,13.9,10.2,12.2,23,281
2003,PICKUP TRUCK - STANDARD,3,6,E,18.5,13.4,16.2,17,259
2003,MID-SIZE,3,6,X,11.8,7.7,10,28,230
2003,MID-SIZE,3,6,X,11.5,7.9,9.9,29,228
2003,MID-SIZE,3,6,X,12.3,8.1,10.4,27,239
2003,MID-SIZE,3,6,E,16.9,10.8,14.2,20,227
2003,STATION WAGON - MID-SIZE,3,6,X,12.7,8.4,10.8,26,248
2003,STATION WAGON - MID-SIZE,3,6,X,12.3,8.4,10.5,27,242
2003,TWO-SEATER,3.9,8,Z,13.4,9.1,11.5,25,264
2003,TWO-SEATER,3.9,8,Z,13.2,8.8,11.2,25,258
2003,VAN - CARGO,3.8,6,X,13.2,9,11.3,25,260
2003,MINIVAN,3.8,6,X,13.6,9.2,11.6,24,267
2003,PICKUP TRUCK - STANDARD,4.3,6,X,16.2,11,13.9,20,320
2003,PICKUP TRUCK - STANDARD,4.3,6,X,16,10.7,13.6,21,313
2003,PICKUP TRUCK - STANDARD,4.8,8,X,15.5,11.4,13.7,21,315
2003,PICKUP TRUCK - STANDARD,4.8,8,X,16.6,10.9,14,20,322
2003,PICKUP TRUCK - STANDARD,5.3,8,X,15.6,11.4,13.7,21,315
2003,SUV,4.8,8,X,16.5,11.8,14.4,20,331
2003,SUV,5.3,8,X,16.9,12,14.7,19,338
2003,SUV,5.3,8,X,16.9,12,14.7,19,338
2003,SUV,5.3,8,E,22.7,16.1,19.7,14,315
2003,SUV,5.3,8,X,16.9,12,14.7,19,338
2003,SUV,5.3,8,X,16.9,12,14.7,19,338
2003,SUV,5.3,8,E,22.7,16.1,19.7,14,315
2003,PICKUP TRUCK - STANDARD,6,8,X,22.4,17.7,20.3,14,467
2003,SUV,4.2,6,X,15.6,10.6,13.4,21,308
2003,SUV,4.2,6,X,15.7,10.5,13.4,21,308
2003,SUV,4.2,6,X,15.6,10.6,13.4,21,308
2003,SUV,5.3,8,X,15.6,11.4,13.7,21,315
2003,SUV,4.2,6,X,15.7,10.5,13.4,21,308
2003,SUV,5.3,8,X,17,12.4,14.9,19,343
2003,VAN - PASSENGER,4.3,6,X,16.8,12.1,14.7,19,338
2003,VAN - PASSENGER,5.3,8,X,17.8,13.2,15.7,18,361
2003,VAN - CARGO,4.3,6,X,16.8,12.1,14.7,19,338
2003,VAN - CARGO,5.3,8,X,17.2,12.6,15.1,19,347
2003,VAN - PASSENGER,5.3,8,X,18,12.8,15.7,18,361
2003,VAN - CARGO,5.3,8,X,17.8,12.9,15.6,18,359
2003,SUV,4.3,6,X,15.6,11.2,13.6,21,313
2003,SUV,4.3,6,X,17.8,12.2,15.3,18,352
2003,PICKUP TRUCK - STANDARD,4.3,6,X,16.9,12.3,14.8,19,340
2003,PICKUP TRUCK - STANDARD,4.3,6,X,17.6,12.1,15.1,19,347
2003,PICKUP TRUCK - STANDARD,4.8,8,X,16.5,12.5,14.7,19,338
2003,PICKUP TRUCK - STANDARD,4.8,8,X,18.4,12.4,15.7,18,361
2003,PICKUP TRUCK - STANDARD,5.3,8,X,17,12.4,14.9,19,343
2003,PICKUP TRUCK - STANDARD,6,8,X,19.1,13.2,16.4,17,377
2003,SUV,4.8,8,X,16.4,12.2,14.5,19,334
2003,SUV,5.3,8,X,17.7,12.3,15.3,18,352
2003,SUV,5.3,8,X,17.7,12.3,15.3,18,352
2003,SUV,5.3,8,E,22.7,16,19.7,14,315
2003,SUV,6,8,X,19.1,13.2,16.4,17,377
2003,SUV,6,8,X,19.1,13.2,16.4,17,377
2003,SUV,5.3,8,X,17.7,12.3,15.3,18,352
2003,SUV,5.3,8,X,17.7,12.3,15.3,18,352
2003,SUV,5.3,8,E,22.7,16,19.7,14,315
2003,VAN - CARGO,4.3,6,X,15.7,10.5,13.4,21,308
2003,VAN - CARGO,4.3,6,X,15.6,11.2,13.6,21,313
2003,VAN - PASSENGER,4.3,6,X,16.2,11,13.9,20,320
2003,VAN - PASSENGER,4.3,6,X,17.3,12.6,15.2,19,350
2003,VAN - CARGO,6,8,X,21.5,12.7,17.5,16,402
2003,VAN - CARGO,6,8,N,19.8,13.1,16.8,17,318
2003,VAN - CARGO,6,8,N,19.8,13.1,16.8,17,318
2003,PICKUP TRUCK - SMALL,2.2,4,X,12.6,8.5,10.8,26,248
2003,PICKUP TRUCK - SMALL,2.2,4,X,11.5,7.8,9.8,29,225
2003,PICKUP TRUCK - SMALL,4.3,6,X,15.6,10.4,13.3,21,306
2003,PICKUP TRUCK - SMALL,4.3,6,X,14.7,9.1,12.2,23,281
2003,PICKUP TRUCK - STANDARD,4.3,6,X,15.6,11.2,13.6,21,313
2003,PICKUP TRUCK - STANDARD,4.3,6,X,17.8,12.2,15.3,18,352
2003,MID-SIZE,2.4,4,X,9.6,6.5,8.2,34,189
2003,MID-SIZE,2.4,4,X,9,6.4,7.8,36,179
2003,MID-SIZE,3,6,X,11.2,7.3,9.4,30,216
2003,MID-SIZE,3,6,X,11.5,7.3,9.6,29,221
2003,COMPACT,1.7,4,X,8.1,5.8,7.1,40,163
2003,COMPACT,1.7,4,X,7.5,5.9,6.8,42,156
2003,COMPACT,2,4,X,9.2,7.1,8.3,34,191
2003,COMPACT,1.3,4,X,4.9,4.6,4.8,59,110
2003,COMPACT,1.7,4,X,8.2,6,7.2,39,166
2003,COMPACT,1.7,4,X,7.5,5.7,6.7,42,154
2003,SUV,2.4,4,X,10.7,8.2,9.6,29,221
2003,SUV,2.4,4,X,11,8.7,10,28,230
2003,SUV,2.4,4,X,10.5,8.2,9.5,30,218
2003,SUV,2.4,4,X,11,8.5,9.9,29,228
2003,SUV,2.4,4,X,11,8.8,10,28,230
2003,TWO-SEATER,1,3,X,3.9,3.2,3.6,78,83
2003,MINIVAN,3.5,6,X,12.9,8.6,11,26,253
2003,SUV,3.5,6,X,13.8,9.6,11.9,24,274
2003,TWO-SEATER,2,4,Z,11.6,8.2,10.1,28,232
2003,COMPACT,1.5,4,X,8.9,6.1,7.6,37,175
2003,COMPACT,1.5,4,X,8.3,6,7.3,39,168
2003,COMPACT,1.6,4,X,8.9,6.2,7.7,37,177
2003,COMPACT,1.6,4,X,8.1,6.5,7.4,38,170
2003,COMPACT,2,4,X,9.6,6.5,8.2,34,189
2003,COMPACT,2,4,X,9.6,6.5,8.2,34,189
2003,SUV,2.4,4,X,11.7,8.1,10.1,28,232
2003,SUV,2.7,6,X,11.6,8.3,10.1,28,232
2003,SUV,2.7,6,X,12.9,9.2,11.2,25,258
2003,MID-SIZE,2.4,4,X,10.9,7.2,9.2,31,212
2003,MID-SIZE,2.7,6,X,12.3,7.9,10.3,27,237
2003,SUBCOMPACT,2,4,X,10.1,7.2,8.8,32,202
2003,SUBCOMPACT,2,4,X,10.2,7,8.8,32,202
2003,SUBCOMPACT,2.7,6,X,12,8.3,10.3,27,237
2003,SUBCOMPACT,2.7,6,X,12.2,8.2,10.4,27,239
2003,SUBCOMPACT,2.7,6,X,12.9,8.2,10.8,26,248
2003,MID-SIZE,3.5,6,X,13.9,8.4,11.4,25,262
2003,SUV,3.5,6,X,14.3,10,12.4,23,285
2003,SUV,4.5,8,Z,15.9,11.2,13.8,20,317
2003,COMPACT,3.5,6,Z,12.6,8.4,10.7,26,246
2003,COMPACT,3.5,6,Z,11.8,8,10.1,28,232
2003,COMPACT,3.5,6,X,12.6,8.4,10.7,26,246
2003,COMPACT,3.5,6,Z,11.8,8,10.1,28,232
2003,MID-SIZE,3.5,6,X,12.1,8.2,10.3,27,237
2003,COMPACT,4.5,8,Z,13.6,9.2,11.6,24,267
2003,FULL-SIZE,4.5,8,Z,13.6,9.2,11.6,24,267
2003,SUV,3.5,6,X,15.5,11.3,13.6,21,313
2003,SUV,4.2,6,X,15.7,10.5,13.4,21,308
2003,SUV,5.3,8,X,17,12.4,14.9,19,343
2003,MID-SIZE,3,6,Z,12.9,8.3,10.8,26,248
2003,MID-SIZE,3,6,Z,13.1,8.3,10.9,26,251
2003,MID-SIZE,4.2,8,Z,13.8,8.4,11.4,25,262
2003,MID-SIZE,4.2,8,Z,14.4,9.3,12.1,23,278
2003,MID-SIZE,4,8,Z,13.7,9.1,11.6,24,267
2003,COMPACT,4,8,Z,13.7,9.1,11.6,24,267
2003,COMPACT,4,8,Z,13.7,9.1,11.6,24,267
2003,COMPACT,4,8,Z,14.6,9.9,12.5,23,288
2003,SUBCOMPACT,4.2,8,Z,13.3,8.4,11.1,25,255
2003,MINICOMPACT,4.2,8,Z,13.3,8.4,11.1,25,255
2003,SUBCOMPACT,4.2,8,Z,14.8,9.5,12.4,23,285
2003,MINICOMPACT,4.2,8,Z,14.8,9.5,12.4,23,285
2003,SUBCOMPACT,2.5,6,Z,12.5,8.3,10.6,27,244
2003,SUBCOMPACT,2.5,6,Z,12.1,7.8,10.2,28,235
2003,SUBCOMPACT,3,6,Z,13.1,8.5,11,26,253
2003,SUBCOMPACT,3,6,Z,12.9,7.8,10.6,27,244
2003,SUV,4,6,X,14.7,9.7,12.4,23,285
2003,SUV,4.7,8,X,15.4,10.7,13.3,21,306
2003,SUV,2.4,4,X,11.9,9,10.6,27,244
2003,SUV,3.7,6,X,13.4,10.2,12,24,276
2003,SUV,3.7,6,X,14.4,9.8,12.3,23,283
2003,SUV,2.4,4,X,12.9,11.4,12.2,23,281
2003,SUV,2.4,4,X,12.8,11.1,12,24,276
2003,SUV,4,6,X,14.7,10.8,12.9,22,297
2003,SUV,4,6,X,14.3,11.5,13,22,299
2003,MID-SIZE,2.4,4,X,10.9,7.2,9.2,31,212
2003,MID-SIZE,2.4,4,X,10.4,7.2,9,31,207
2003,MID-SIZE,2.7,6,X,11.7,7.9,10,28,230
2003,MID-SIZE,2.7,6,X,11.6,7.8,9.9,29,228
2003,COMPACT,1.6,4,X,9.3,6.7,8.1,35,186
2003,COMPACT,1.6,4,X,8.9,6.6,7.9,36,182
2003,MINIVAN,3.5,6,X,15.4,10.9,13.4,21,308
2003,SUV,3.5,6,X,15.5,11,13.5,21,310
2003,SUV,3.5,6,X,16,11.7,14.1,20,324
2003,COMPACT,1.8,4,X,10.9,7.3,9.3,30,214
2003,COMPACT,1.8,4,X,10,6.8,8.6,33,198
2003,SUV,4.6,8,Z,19.6,13.9,17,17,391
2003,SUV,2.5,6,X,13.8,10.8,12.4,23,285
2003,SUV,2.5,6,X,13.8,10.8,12.4,23,285
2003,SUV,4.4,8,Z,19.3,12.9,16.4,17,377
2003,MID-SIZE,3,6,X,11.4,7.4,9.6,29,221
2003,MID-SIZE,3,6,Z,13.1,8.6,11.1,25,255
2003,MID-SIZE,4.3,8,Z,13.3,9.3,11.5,25,264
2003,MID-SIZE,3,6,Z,13.1,8.6,11.1,25,255
2003,MID-SIZE,4.3,8,Z,13.3,9.3,11.5,25,264
2003,COMPACT,3,6,Z,13.1,8.9,11.2,25,258
2003,COMPACT,3,6,Z,13.2,8.8,11.2,25,258
2003,FULL-SIZE,4.3,8,Z,12.9,8.7,11,26,253
2003,SUV,4.7,8,X,17.9,12.9,15.6,18,359
2003,STATION WAGON - MID-SIZE,3,6,X,13,9.7,11.5,25,264
2003,MINICOMPACT,4.3,8,Z,13.3,9.3,11.5,25,264
2003,SUV,4.6,8,X,17.7,12,15.1,19,347
2003,MID-SIZE,3,6,Z,11.9,8.3,10.3,27,237
2003,MID-SIZE,3.9,8,Z,13.4,9.1,11.5,25,264
2003,MID-SIZE,3,6,Z,11.7,7.9,10,28,230
2003,MID-SIZE,3.9,8,Z,13.2,8.8,11.2,25,258
2003,FULL-SIZE,4.6,8,X,13.7,8.8,11.5,25,264
2003,TWO-SEATER,4.2,8,Z,20.5,12.8,17,17,391
2003,SUBCOMPACT,4.2,8,Z,21,13,17.4,16,400
2003,TWO-SEATER,4.2,8,Z,20.5,12.8,17,17,391
2003,SUBCOMPACT,4.2,8,Z,21,13,17.4,16,400
2003,PICKUP TRUCK - STANDARD,2.3,4,X,10.4,8.2,9.4,30,216
2003,PICKUP TRUCK - STANDARD,2.3,4,X,9.8,7.6,8.8,32,202
2003,PICKUP TRUCK - STANDARD,3,6,X,13.9,10.2,12.2,23,281
2003,PICKUP TRUCK - STANDARD,3,6,X,12.7,9.3,11.2,25,258
2003,PICKUP TRUCK - STANDARD,3,6,X,13.9,10.2,12.2,23,281
2003,PICKUP TRUCK - STANDARD,3,6,E,18.5,13.4,16.2,17,259
2003,PICKUP TRUCK - STANDARD,4,6,X,15.4,11.6,13.7,21,315
2003,PICKUP TRUCK - STANDARD,4,6,X,15.4,11.6,13.7,21,315
2003,PICKUP TRUCK - STANDARD,4,6,X,15.4,11.6,13.7,21,315
2003,PICKUP TRUCK - STANDARD,4,6,X,15.4,11.6,13.7,21,315
2003,COMPACT,2,4,Z,10,7.3,8.8,32,202
2003,MINIVAN,3,6,X,13.5,9.1,11.5,25,264
2003,TWO-SEATER,1.8,4,Z,10.6,7.8,9.3,30,214
2003,TWO-SEATER,1.8,4,Z,10.1,7.6,9,31,207
2003,TWO-SEATER,1.8,4,Z,10.4,7.8,9.2,31,212
2003,COMPACT,1.6,4,X,9.3,6.9,8.2,34,189
2003,COMPACT,1.6,4,X,8.5,6.7,7.7,37,177
2003,COMPACT,2,4,X,9.9,7.4,8.8,32,202
2003,COMPACT,2,4,X,9.9,7.4,8.8,32,202
2003,COMPACT,2,4,X,9.6,7.3,8.6,33,198
2003,SUV,2,4,X,10.3,7.8,9.2,31,212
2003,SUV,3,6,X,12.3,8.6,10.6,27,244
2003,SUV,2,4,X,10.8,8.6,9.8,29,225
2003,SUV,3,6,X,13.1,9.4,11.4,25,262
2003,COMPACT,1.8,4,Z,10,7,8.6,33,198
2003,COMPACT,1.8,4,Z,11.2,6.8,9.2,31,212
2003,COMPACT,2.6,6,Z,12.2,8.7,10.6,27,244
2003,COMPACT,2.6,6,Z,13.7,8.4,11.3,25,260
2003,COMPACT,2.6,6,Z,12.3,8.7,10.7,26,246
2003,STATION WAGON - SMALL,2.6,6,Z,12.2,8.7,10.6,27,244
2003,STATION WAGON - SMALL,2.6,6,Z,14,8.7,11.6,24,267
2003,STATION WAGON - SMALL,2.6,6,Z,12.3,8.7,10.7,26,246
2003,COMPACT,3.2,6,Z,14.2,10.3,12.4,23,285
2003,COMPACT,3.2,6,Z,11.8,8.2,10.2,28,235
2003,COMPACT,3.2,6,Z,12.3,8.7,10.7,26,246
2003,STATION WAGON - SMALL,3.2,6,Z,11.9,8.4,10.3,27,237
2003,STATION WAGON - SMALL,3.2,6,Z,12.3,8.7,10.7,26,246
2003,SUBCOMPACT,3.2,6,Z,12.2,8.1,10.4,27,239
2003,SUBCOMPACT,3.2,6,Z,12,8.1,10.2,28,235
2003,SUBCOMPACT,4.3,8,Z,13.3,9,11.4,25,262
2003,SUBCOMPACT,5,8,Z,14.5,9.4,12.2,23,281
2003,MID-SIZE,3.2,6,Z,12.2,8.1,10.4,27,239
2003,MID-SIZE,5,8,Z,14.5,9.4,12.2,23,281
2003,SUV,5,8,Z,18.9,15,17.1,17,393
2003,SUV,3.2,6,Z,15.2,11.6,13.6,21,313
2003,SUV,5,8,Z,16.8,12.8,15,19,345
2003,TWO-SEATER,5,8,Z,15.3,9.9,12.9,22,297
2003,TWO-SEATER,5.5,8,Z,17.3,10.9,14.4,20,331
2003,TWO-SEATER,2.3,4,Z,10.8,7.8,9.4,30,216
2003,TWO-SEATER,2.3,4,Z,12.2,7.8,10.2,28,235
2003,TWO-SEATER,3.2,6,Z,13.6,9.7,11.8,24,271
2003,TWO-SEATER,3.2,6,Z,11.7,8.3,10.2,28,235
2003,TWO-SEATER,3.2,6,Z,13.6,8.5,11.3,25,260
2003,MINICOMPACT,1.6,4,Z,9,6.3,7.8,36,179
2003,MINICOMPACT,1.6,4,Z,8.3,5.9,7.2,39,166
2003,MINICOMPACT,1.6,4,Z,9.5,6.3,8.1,35,186
2003,SUBCOMPACT,2.4,4,X,11.3,7.7,9.7,29,223
2003,SUBCOMPACT,2.4,4,X,11.3,7.7,9.7,29,223
2003,SUBCOMPACT,2.4,4,X,10.1,6.9,8.7,32,200
2003,SUBCOMPACT,3,6,Z,11.9,7.9,10.1,28,232
2003,SUBCOMPACT,3,6,Z,11.5,7.7,9.8,29,225
2003,MINICOMPACT,2.4,4,X,11.7,8.3,10.2,28,235
2003,MINICOMPACT,2.4,4,X,10.3,7.2,8.9,32,205
2003,MINICOMPACT,3,6,Z,11.9,7.9,10.1,28,232
2003,MINICOMPACT,3,6,Z,11.6,7.6,9.8,29,225
2003,MID-SIZE,2.4,4,X,11.3,7.9,9.8,29,225
2003,MID-SIZE,3,6,Z,11.7,8.1,10.1,28,232
2003,COMPACT,2,4,X,9.7,7.2,8.6,33,198
2003,COMPACT,2,4,X,8.9,6.5,7.8,36,179
2003,SUV,3.8,6,Z,16.1,11.5,14,20,322
2003,SUV,3,6,X,13.9,10.8,12.5,23,288
2003,SUV,3.5,6,X,14.1,11.1,12.8,22,294
2003,SUV,2.4,4,X,11.4,8.3,10,28,230
2003,SUV,2.4,4,X,11.9,8.8,10.5,27,242
2003,TWO-SEATER,3.5,6,Z,12.8,8.5,10.9,26,251
2003,TWO-SEATER,3.5,6,Z,11.9,8.2,10.2,28,235
2003,MID-SIZE,2.5,4,X,10.4,7.4,9,31,207
2003,MID-SIZE,2.5,4,X,10.1,7.3,8.8,32,202
2003,MID-SIZE,3.5,6,X,12.4,8.4,10.6,27,244
2003,MID-SIZE,3.5,6,X,11.2,8.2,9.8,29,225
2003,PICKUP TRUCK - STANDARD,2.4,4,X,11.9,9.3,10.7,26,246
2003,PICKUP TRUCK - STANDARD,2.4,4,X,10.7,8.5,9.7,29,223
2003,PICKUP TRUCK - STANDARD,3.3,6,X,14.4,11.2,13,22,299
2003,PICKUP TRUCK - STANDARD,3.3,6,X,13.7,10.8,12.4,23,285
2003,PICKUP TRUCK - STANDARD,3.3,6,Z,15.5,12.2,14,20,322
2003,PICKUP TRUCK - STANDARD,3.3,6,X,14.6,10.8,12.9,22,297
2003,PICKUP TRUCK - STANDARD,3.3,6,X,13.8,10.7,12.4,23,285
2003,PICKUP TRUCK - STANDARD,3.3,6,Z,15.5,11.8,13.8,20,317
2003,MID-SIZE,3.5,6,X,12.1,8.2,10.3,27,237
2003,MID-SIZE,3.5,6,X,11.2,7.7,9.6,29,221
2003,SUV,3.5,6,X,11.9,8.9,10.6,27,244
2003,SUV,3.5,6,X,15.5,11.3,13.6,21,313
2003,SUV,3.5,6,X,14.2,11.1,12.8,22,294
2003,COMPACT,1.8,4,X,8.3,6.2,7.4,38,170
2003,COMPACT,1.8,4,X,8.3,6,7.3,39,168
2003,COMPACT,2.5,4,X,10.4,7.8,9.2,31,212
2003,COMPACT,2.5,4,X,10,7.4,8.8,32,202
2003,COMPACT,2.5,4,X,10.1,7.3,8.8,32,202
2003,SUV,3.3,6,X,14.8,10.7,13,22,299
2003,SUV,3.3,6,X,14.1,10.7,12.6,22,290
2003,SUV,3.3,6,Z,15.5,11.8,13.8,20,317
2003,SUV,3.3,6,Z,15.9,11.9,14.1,20,324
2003,COMPACT,2.2,4,X,10.1,6.9,8.7,32,200
2003,COMPACT,2.2,4,X,10,6.7,8.5,33,196
2003,COMPACT,3.4,6,X,11,6.7,9.1,31,209
2003,MID-SIZE,4,8,X,13.5,8.3,11.2,25,258
2003,SUV,4.2,6,X,15.7,10.5,13.4,21,308
2003,MINIVAN,3.4,6,X,12.1,8,10.3,27,237
2003,MINIVAN,3.4,6,X,13.1,8.9,11.2,25,258
2003,SUV,3.4,6,X,12.3,8.3,10.5,27,242
2003,SUV,3.4,6,X,13.1,8.9,11.2,25,258
2003,FULL-SIZE,3.8,6,X,12,7.4,9.9,29,228
2003,FULL-SIZE,3.8,6,Z,13.3,7.8,10.8,26,248
2003,COMPACT,2.2,4,X,10,6.9,8.6,33,198
2003,COMPACT,2.2,4,X,10,6.7,8.5,33,196
2003,COMPACT,3.4,6,X,11,6.7,9.1,31,209
2003,MID-SIZE,3.1,6,X,11.5,7.6,9.7,29,223
2003,MID-SIZE,3.8,6,X,12.2,7.4,10,28,230
2003,MID-SIZE,3.8,6,Z,13.3,7.8,10.8,26,248
2003,MINIVAN,3.4,6,X,12.1,8,10.3,27,237
2003,MINIVAN,3.4,6,X,13.1,8.9,11.2,25,258
2003,COMPACT,2.2,4,X,10,6.9,8.6,33,198
2003,COMPACT,2.2,4,X,10,6.7,8.5,33,196
2003,STATION WAGON - SMALL,1.8,4,X,8.3,6.4,7.4,38,170
2003,STATION WAGON - SMALL,1.8,4,X,7.7,6,6.9,41,159
2003,STATION WAGON - SMALL,1.8,4,X,9.1,6.9,8.1,35,186
2003,STATION WAGON - SMALL,1.8,4,Z,9.3,7.1,8.3,34,191
2003,MINICOMPACT,3.6,6,Z,13,8.4,10.9,26,251
2003,MINICOMPACT,3.6,6,Z,13.3,8.3,11,26,253
2003,MINICOMPACT,3.6,6,Z,13.8,9.2,11.7,24,269
2003,MINICOMPACT,3.6,6,Z,14,9.1,11.8,24,271
2003,MINICOMPACT,3.6,6,Z,13.9,9.5,11.9,24,274
2003,MINICOMPACT,3.6,6,Z,13.8,9.1,11.7,24,269
2003,MINICOMPACT,3.6,6,Z,13,8.4,10.9,26,251
2003,MINICOMPACT,3.6,6,Z,13.1,8.2,10.9,26,251
2003,TWO-SEATER,3.6,6,Z,15.5,9.9,13,22,299
2003,MINICOMPACT,3.6,6,Z,13,8.4,10.9,26,251
2003,TWO-SEATER,3.6,6,Z,13.1,8.2,10.9,26,251
2003,MINICOMPACT,3.6,6,Z,15.9,9.7,13.1,22,301
2003,MINICOMPACT,3.6,6,Z,15.5,9.9,13,22,299
2003,TWO-SEATER,2.7,6,Z,13.3,8.3,11,26,253
2003,TWO-SEATER,2.7,6,Z,11.7,7.4,9.8,29,225
2003,TWO-SEATER,3.2,6,Z,13.6,8.2,11.2,25,258
2003,TWO-SEATER,3.2,6,Z,12.8,8.2,10.7,26,246
2003,SUV,4.5,8,Z,17.1,11.7,14.7,19,338
2003,SUV,4.5,8,Z,18.3,11.7,15.3,18,352
2003,COMPACT,2,4,Z,12.3,7,9.9,29,228
2003,COMPACT,2,4,Z,10.8,7,9.1,31,209
2003,COMPACT,2,4,X,10.7,7.1,9.1,31,209
2003,COMPACT,2,4,X,10.4,6.9,8.8,32,202
2003,SUBCOMPACT,2,4,Z,11.3,7.5,9.6,29,221
2003,SUBCOMPACT,2,4,Z,11.2,7.1,9.4,30,216
2003,COMPACT,2,4,Z,12.3,7,9.9,29,228
2003,COMPACT,2,4,Z,10.8,7,9.1,31,209
2003,MID-SIZE,2.3,4,Z,12.1,7.6,10.1,28,232
2003,MID-SIZE,2.3,4,Z,11.3,7.4,9.5,30,218
2003,STATION WAGON - MID-SIZE,2.3,4,Z,12.1,7.6,10.1,28,232
2003,STATION WAGON - MID-SIZE,2.3,4,Z,11.3,7.4,9.5,30,218
2003,MID-SIZE,2.3,4,X,12,7.5,10,28,230
2003,MID-SIZE,2.3,4,X,11.5,7.2,9.6,29,221
